01_game_name,02_hltb_name,03_hltb_id,04_time_main,05_time_plus,06_time_100,07_time_allstyle,08_count_main,09_count_plus,10_count_100,11_count_allstyle,12_count_completed,13_count_speedrun,14_count_backlog,15_count_playing,16_count_retired,17_review_score,18_count_review
F1 2012,f1 2012,3307,130800,182745,236115,199475,12,3,3,18,110,0,350,6,132,74,28
Assassin's Creed Syndicate,assassin's creed: syndicate,26706,67590,119327,194367,118474,486,952,379,1817,3861,0,4104,65,310,73,1235
Need for Speed Undercover,need for speed: undercover,6484,39997,48833,72303,45986,105,63,34,202,662,0,669,17,146,61,220
Block Story,block story,13305,0,0,0,0,0,0,0,0,0,0,52,0,5,0,0
12 Labours of Hercules III Girl Power,12 labours of hercules iii: girl power,29286,19901,22687,32371,24426,24,17,29,70,176,0,190,3,18,60,24
Rise of Incarnates,rise of incarnates,18990,0,0,0,0,0,0,0,0,11,0,190,6,121,35,2
Viking Battle for Asgard,viking: battle for asgard,10942,48127,58262,72295,59546,26,36,27,89,271,0,2758,32,364,57,76
FEZ,feztal,102011,600,0,900,750,1,0,1,2,1,0,0,0,0,80,1
Darksiders II Deathinitive Edition,darksiders ii: deathinitive edition,31632,71155,106286,186579,96266,181,262,49,492,1340,0,6161,72,334,75,338
MXGP - The Official Motocross Videogame,mxgp3 - the official motocross videogame,50672,36100,36600,62271,54136,3,1,7,11,16,0,27,1,3,66,5
Portal Stories Mel,portal stories: mel,25055,27900,33190,42133,31209,166,54,59,279,974,0,1627,36,271,81,144
School of Dragons How to Train Your Dragon,school of dragons: how to train your dragon,24703,0,0,0,0,0,0,0,0,4,0,89,8,61,25,2
Pro Cycling Manager 2015,pro cycling manager 2015,28215,0,0,0,0,0,0,0,0,4,0,46,0,12,0,0
"Warhammer 40,000 Dawn of War  Winter Assault","warhammer 40,000: dawn of war - winter assault",11042,39501,47174,73088,44287,66,29,10,105,538,0,1650,17,205,74,79
Test Drive Unlimited 2,test drive unlimited 2,9713,99550,237378,495590,189340,16,27,3,46,175,0,418,10,202,72,53
Singularity,singularity,8585,25505,31788,46341,28572,300,154,27,481,1157,0,1112,11,73,73,375
Sword of the Stars The Pit,sword of the stars: the pit,9514,98100,143925,198000,111993,8,4,1,13,54,0,1094,6,160,73,8
Teeworlds,teeworlds,13418,0,0,0,0,0,0,0,0,22,0,152,8,83,86,7
The Settlers 7 Paths to a Kingdom - Gold Edition,the settlers 7: history edition,29265,99432,241200,288000,144379,3,1,1,5,28,0,115,3,38,65,4
Smashball,smashball,19834,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
Eador. Masters of the Broken World,,,,,,,,,,,,,,,,,
Ricochet,ricochet,7799,144000,171431,266098,179836,1,2,1,4,130,0,2043,42,842,52,14
Space Quest Collection,space quest: collection,13431,0,0,0,0,0,0,0,0,32,0,726,5,47,75,2
Little Inferno,little inferno,5322,11906,14981,15714,13937,433,189,360,982,3104,3,2434,25,356,71,566
METAL GEAR SOLID V GROUND ZEROES,,,,,,,,,,,,,,,,,
Space Rangers HD A War Apart,space rangers hd: a war apart,17459,113436,264135,648000,248504,5,4,2,11,51,1,420,8,24,85,6
Trine 2,trine 2,10652,29688,41540,80868,36948,284,203,46,533,2692,1,6534,59,821,76,426
Gun Metal,gun metal,4192,9000,10800,17960,10747,12,1,3,16,46,0,506,14,73,53,9
Deadly Premonition The Director's Cut,deadly premonition,2351,65916,85376,128446,83899,177,153,101,431,798,0,3070,22,199,76,305
Call of Duty,call of duty,1464,24863,32730,34355,26344,430,70,59,559,1971,3,573,22,82,77,577
Victim of Xen,victim of xen,19297,22800,0,28089,27173,1,0,7,8,19,0,245,9,42,63,3
Secrets of Grindea,secrets of grindea,18233,51010,81780,97200,76663,3,3,3,9,29,0,211,3,25,81,9
Europa Universalis Rome - Gold Edition,europa universalis: rome - gold edition,27666,67740,0,0,67740,1,0,0,1,6,0,198,5,43,60,1
Beat Hazard,beat hazard,976,17438,43051,77892,36379,22,14,11,47,496,0,2030,26,734,68,58
Squishy the Suicidal Pig,squishy the suicidal pig,22304,30310,40392,47736,40503,3,5,4,12,43,0,529,9,140,55,4
AaAaAA!!! - A Reckless Disregard for Gravity,aaaaaa!!! - a reckless disregard for gravity,153,16940,20160,44195,22920,9,12,3,24,117,0,749,6,353,62,34
Archeblade,archeblade,14529,0,0,190800,190800,0,0,1,1,17,0,267,12,236,60,5
Grotesque Tactics Evil Heroes,grotesque tactics: evil heroes,4129,42901,45494,53063,48348,8,18,17,43,93,0,713,8,98,56,23
Rebuild 3 Gangs of Deadsville,rebuild 3: gangs of deadsville,26579,0,149248,0,149248,0,3,0,3,59,0,568,5,40,69,10
Nancy Drew Curse of Blackmoor Manor ,nancy drew: curse of blackmoor manor,6358,26772,0,34846,32405,8,0,2,10,53,0,72,0,8,73,9
Eldevin,eldevin,27288,0,0,0,0,0,0,0,0,5,0,122,3,59,60,2
Nancy Drew Alibi in Ashes,nancy drew: alibi in ashes,27787,24930,29700,33400,26635,6,2,3,11,35,0,32,1,4,69,9
Left 4 Dead 2,left 4 dead 2,5212,35338,89603,186510,58522,407,293,48,748,6492,4,7501,200,2823,80,1189
Path of Exile,path of exile,6938,100065,396020,1688316,300623,97,101,16,214,931,1,4040,132,2000,76,296
Metro Conflict,metro conflict,26921,0,0,0,0,0,0,0,0,2,0,46,2,22,10,1
East India Company,east india company,3040,0,0,125220,125220,0,0,1,1,6,0,176,2,27,0,0
Lunar Flight,lunar flight,5438,26550,46500,70260,47135,2,2,2,6,17,0,412,2,60,82,5
Cubic Castles,cubic castles,20669,0,0,0,0,0,0,0,0,8,0,141,7,84,40,4
Sunrider Academy,sunrider academy,29197,41679,89066,118376,81764,10,10,7,27,71,0,466,12,18,68,12
X2 The Threat,x2: the threat,11387,145632,238310,853620,343214,5,3,3,11,43,0,813,6,145,78,4
Wasteland 2,wasteland 2,11099,146741,233889,388598,236826,28,189,29,246,609,0,3699,34,689,76,160
Scratches Director's Cut,scratches,8189,23144,25774,34952,26735,21,17,13,51,143,0,501,2,43,70,43
Puzzle Quest,puzzle quest 2,7426,107740,148035,181125,137005,12,20,4,36,117,0,275,2,66,66,40
Sleeping Dogs,sleeping dogs,8640,55086,79921,122655,77482,566,876,310,1752,4922,4,4273,36,547,82,1229
Puzzle Pirates,yohoho! puzzle pirates,11435,198000,0,0,198000,1,0,0,1,11,0,152,7,57,90,3
Afterfall InSanity Extended Edition,afterfall: insanity,256,24255,30837,63461,29205,78,44,14,136,307,0,1356,21,325,51,67
Skyscraper Simulator,skyscraper simulator,14505,0,0,0,0,0,0,0,0,2,0,129,1,20,13,3
Star Wars - Jedi Knight Mysteries of the Sith,,,,,,,,,,,,,,,,,
Blade Symphony,blade symphony,15994,900,1050,2850,1995,3,1,4,8,50,0,603,11,267,52,11
Insanely Twisted Shadow Planet,insanely twisted shadow planet,4698,18491,21661,26775,20970,49,57,16,122,390,0,1759,12,194,73,86
Axiom Verge,axiom verge,25024,38511,48321,61139,45529,347,436,100,883,1659,3,2518,19,181,78,544
Kings Bounty Legions,king's bounty: legions,15293,0,0,0,0,0,0,0,0,3,0,77,2,23,0,0
SOMA,,,,,,,,,,,,,,,,,
The Campaign Series Fall Weiss,the campaign series: fall weiss,19688,0,0,0,0,0,0,0,0,1,0,86,2,6,0,0
ToCA Race Driver 3,toca race driver 3,10394,135869,138600,0,138493,9,2,0,11,35,0,146,1,49,71,14
Theatre of War,theatre of war,10285,40020,67200,0,53610,1,1,0,2,2,0,166,3,14,70,1
Rivals of Aether,rivals of aether,21713,5322,41528,286051,20027,36,12,4,52,194,0,1094,22,119,74,77
Knock-knock,knock-knock,13880,12184,15372,29134,14513,36,10,7,53,116,0,560,5,69,61,36
Monopoly,monopoly,6139,1832,3000,3000,2412,6,2,1,9,38,1,30,1,5,58,17
Grim Legends The Forsaken Bride,grim legends: the forsaken bride,20045,15261,20799,35949,23035,31,62,43,136,316,1,354,7,25,66,51
Dungeonland,dungeonland,2964,3600,3755,3900,3737,7,1,1,9,59,0,912,12,315,47,10
Nimble Writer,,,,,,,,,,,,,,,,,
Dizzel,dizzel,20757,0,0,0,0,0,0,0,0,5,0,84,3,43,0,0
Football Manager 2012,football manager 2012,3630,1496708,1566360,1810390,1709755,11,5,2,18,113,0,73,5,173,78,29
Woodle Tree Adventures,woodle tree,11799,4051,5810,7451,5827,58,17,67,142,268,2,407,3,144,44,65
Sparkle 2 Evo,sparkle 2 evo,14296,6754,11101,13234,12152,7,10,50,67,143,0,512,13,88,49,30
Indie Game The Movie,,,,,,,,,,,,,,,,,
RPG Maker MV,rpg maker mv,74500,0,0,0,0,0,0,0,0,2,0,14,0,4,80,1
Jagged Alliance Flashback,jagged alliance: flashback,22056,100800,0,0,100800,1,0,0,1,3,0,47,1,15,50,3
BloodRealm Battlegrounds,bloodrealm: battlegrounds,23821,0,0,0,0,0,0,0,0,1,0,93,3,30,0,0
NBA 2K16,nba 2k16,29893,63843,255223,984318,126432,27,13,3,43,223,0,515,3,217,73,72
Mount & Blade Warband,mount & blade: warband,6240,264123,385591,865331,429198,55,55,36,146,896,1,2832,56,712,82,214
Max Payne 2 The Fall of Max Payne,max payne 2: the fall of max payne,5738,22516,27959,34545,24313,718,156,69,943,3243,3,3220,30,224,83,861
Pressured,pressured,19808,0,15480,0,15480,0,1,0,1,12,0,216,7,43,50,1
Point Perfect,point perfect,22779,12060,0,0,12060,1,0,0,1,10,0,133,5,14,60,1
Burgers,burgers,29066,3600,6050,6200,6089,3,1,18,22,59,0,164,5,33,46,9
Age of Wonders III,age of wonders iii,17567,95253,266464,617058,138264,21,6,4,31,151,0,3358,60,464,62,57
Rising Angels Reborn,rising angels: reborn,21079,13503,0,32757,18064,2,0,1,3,19,0,176,3,22,60,3
Transformers Fall of Cybertron,transformers: fall of cybertron,10610,27252,35966,46800,29390,108,31,5,144,484,0,594,9,32,79,128
The Dig,the dig,9837,24600,27383,28248,25976,71,14,38,123,404,0,916,5,58,77,95
Alien Swarm,alien swarm,368,12414,32529,54486,19410,33,15,5,53,117,1,124,3,39,68,65
Carmageddon 2 Carpocalypse Now,carmageddon ii: carpocalypse now,1535,44618,53647,102744,54906,9,9,5,23,95,0,261,4,37,79,33
The Silent Age,the silent age,14354,11853,12793,13213,12596,133,63,145,341,797,1,1211,13,54,71,157
Dark Messiah of Might & Magic Multi-Player,,,,,,,,,,,,,,,,,
Kings of Kung Fu,kings of kung fu,24380,0,0,0,0,0,0,0,0,7,0,57,3,2,0,0
"On the Rain-Slick Precipice of Darkness, Episode One","penny arcade adventures: precipice of darkness, episode one",6959,21025,22812,25409,22303,64,75,34,173,619,0,1391,5,137,71,99
Super Amazing Wagon Adventure,super amazing wagon adventure,9322,3923,10698,35577,9943,9,5,3,17,90,0,514,3,93,73,15
Call of Duty Ghosts,call of duty: ghosts,14322,21574,29904,45052,23387,715,132,63,910,2942,5,1215,23,238,66,927
Syberia,syberia,9521,34779,42161,43972,38175,227,63,100,390,1197,3,3150,59,213,76,294
H1Z1,,,,,,,,,,,,,,,,,
Assetto Corsa,assetto corsa,16887,156228,290400,468000,242914,5,3,1,9,84,0,835,55,182,77,48
Burnout Paradise The Ultimate Box,burnout paradise remastered,1410,39287,69965,138753,57077,133,90,37,260,1268,0,4322,70,1196,76,266
Gratuitous Space Battles,gratuitous space battles,4081,10085,22959,52197,15327,12,7,2,21,145,0,2223,12,589,58,25
Far Cry 3 Blood Dragon,far cry 3: blood dragon,3379,16114,25347,31490,23853,540,487,512,1539,4094,10,5356,47,530,78,1016
Multiwinia,multiwinia,6259,9606,63000,0,31205,2,2,0,4,68,0,1851,13,434,46,11
"It came from space, and ate our brains","it came from space, and ate our brains",26193,12120,34650,150480,36552,2,2,1,5,18,0,374,3,54,43,4
Survival Postapocalypse Now,survival: postapocalypse now,28444,28800,0,0,28800,1,0,0,1,1,0,35,1,10,40,1
Half-Life 2 Update,half-life 2: update,25074,40052,51270,58271,47629,36,29,25,90,550,0,788,20,178,91,70
The Elder Scrolls III Morrowind,the elder scrolls iii: morrowind,9850,158457,384429,1187846,348837,89,162,31,282,1116,7,4405,65,511,85,294
DC Universe Online,dc universe online,2292,285249,318630,954390,386116,10,2,3,15,70,0,285,13,156,64,48
Audiosurf,audiosurf,723,29155,42185,42824,35060,44,24,17,85,824,0,2108,34,1548,71,166
Star Wars The Force Unleashed Ultimate Sith Edition,star wars: the force unleashed - ultimate sith edition,19795,29200,41299,60580,35143,153,137,21,311,1432,1,2875,45,313,69,238
Saints Row 2,saints row 2,8072,72090,104899,179502,92990,275,327,64,666,2567,0,5506,69,960,76,531
Men of War Vietnam,men of war: vietnam,5885,22622,46395,99470,61178,1,4,3,8,19,0,377,4,31,70,4
S.K.I.L.L. - Special Force 2,s.k.i.l.l. - special force 2,26448,117645,0,0,117645,1,0,0,1,20,0,72,3,57,56,5
Total War Battles KINGDOM,total war battles: kingdom,29242,0,0,0,0,0,0,0,0,5,0,93,2,49,60,1
Sacred Gold,sacred gold,8053,69171,150283,300808,136457,10,25,1,36,112,0,619,11,85,73,31
Desktop Dungeons,desktop dungeons,2467,69432,170579,465056,173558,6,6,2,14,48,0,480,5,101,74,15
Counter-Strike Condition Zero Deleted Scenes,counter-strike: condition zero deleted scenes,1956,22039,25613,29570,24321,62,13,14,89,547,0,2129,53,1200,59,76
To End All Wars,to end all wars,34834,0,0,0,0,0,0,0,0,0,0,20,0,2,0,0
Crysis Warhead,crysis warhead,2071,18265,21732,24463,19441,340,127,61,528,1685,2,2274,30,322,74,373
Just Cause 2,just cause 2,4905,63916,124289,314230,108695,399,438,112,949,3452,2,7825,80,1552,74,699
Alpha Protocol,alpha protocol,401,46999,62404,92517,56999,230,270,45,545,1548,3,3943,32,420,72,429
Chainsaw Warrior,chainsaw warrior,14990,8458,19800,36000,11715,8,2,1,11,35,0,389,4,52,43,7
Cricket Captain 2014,cricket captain 2014,31880,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0
Portal,portal,7230,11281,18695,34775,13646,5255,1439,579,7273,24719,188,7236,192,628,86,4724
Sniper Ghost Warrior,sniper: ghost warrior,8686,19103,24828,52292,23118,164,71,24,259,614,2,1284,27,165,55,166
Sanctum,sanctum,8147,28846,67101,199115,49371,38,24,6,68,474,0,2757,23,624,70,62
Counter-Strike Condition Zero,counter-strike: condition zero,1955,13719,44100,61919,21959,58,12,8,78,613,0,2124,57,1293,65,108
Pandora First Contact,pandora: first contact,17519,108000,0,0,108000,1,0,0,1,6,0,74,1,6,65,2
BEEP,beep,994,18575,19283,24878,21402,13,8,12,33,108,1,1195,15,253,48,23
Painkiller Hell & Damnation,painkiller: hell & damnation,6875,16972,38129,85130,23597,55,36,4,95,293,0,1220,16,156,65,69
Men of War Condemned Heroes,men of war: condemned heroes,5883,53196,57731,100860,64383,2,3,2,7,17,0,319,3,29,60,5
Fancy Skulls,fancy skulls,21432,4070,0,0,4070,3,0,0,3,10,0,236,2,24,60,1
Cossacks Back to War,cossacks: back to war,21824,56160,360000,0,123720,2,1,0,3,33,0,131,3,27,70,9
Microsoft Flight Simulator X Steam Edition,,,,,,,,,,,,,,,,,
Borealis,borealis,21013,2496,4000,17883,5630,6,3,4,13,35,0,335,4,57,49,12
Flatout 3,flatout 3: chaos & destruction,3588,19673,26753,60570,29805,4,4,2,10,31,0,306,12,64,29,14
Urban Trial Freestyle,urban trial freestyle,13440,14490,19163,77175,24416,30,19,8,57,154,1,470,13,85,67,50
Dungeon Siege 2,,,,,,,,,,,,,,,,,
Alien Breed 2 Assault,alien breed 2: assault,346,20509,23959,31782,22400,62,28,10,100,253,0,1778,16,312,60,47
Shelter 2,shelter 2,24642,6869,12417,30230,9037,49,8,6,63,175,0,1059,10,98,68,38
Ship Simulator Maritime Search and Rescue,ship simulator: maritime search and rescue,38998,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0
BookWorm Adventures Volume 2,bookworm adventures: volume 2,1265,20640,30540,33150,28212,2,2,1,5,17,0,45,0,8,80,3
LUFTRAUSERS,,,,,,,,,,,,,,,,,
Sherlock Holmes Crimes and Punishments,sherlock holmes: crimes and punishments,21386,45368,52034,54525,50179,168,128,122,418,955,0,1640,24,121,75,309
The Book of Unwritten Tales,the book of unwritten tales,9790,46198,55828,56481,50603,106,27,54,187,500,0,1127,7,62,79,92
Caribbean!,caribbean!,29413,0,0,0,0,0,0,0,0,2,0,10,0,3,0,0
Dungeon of the Endless,dungeon of the endless,17454,26429,78191,457272,57308,44,31,5,80,382,0,2790,37,371,76,88
Lethal League,lethal league,22487,26420,47210,58680,31888,12,3,1,16,241,0,1681,40,337,71,44
AI War Fleet Command,ai war: fleet command,288,85111,669600,0,151069,4,1,0,5,47,0,1994,15,311,62,9
X-COM Terror from the Deep,x-com: terror from the deep,11366,110370,197160,389700,160640,11,3,4,18,155,0,1908,20,325,73,18
Starlaxis Supernova Edition,starlaxis: supernova edition,24069,0,0,0,0,0,0,0,0,0,0,83,2,9,0,0
Love,love,5404,2119,6825,34099,4420,58,20,4,82,214,0,473,6,35,66,49
Tom Clancy's Splinter Cell,tom clancy's splinter cell,10457,46044,54402,56003,49612,203,71,84,358,1263,0,1967,21,193,76,364
Greyfox,greyfox,24538,4157,5219,8072,5679,33,15,29,77,159,1,431,10,46,53,31
Action! - Gameplay Recording and Streaming,,,,,,,,,,,,,,,,,
Fallout Tactics,fallout tactics: brotherhood of steel,3349,87384,157020,171776,146768,10,18,15,43,197,0,3426,33,336,66,52
Spirits,spirits,8962,11795,18560,57600,14901,6,3,1,10,49,0,1355,10,161,39,8
Blender 2.76b,,,,,,,,,,,,,,,,,
Borderlands The Pre-Sequel,borderlands: the pre-sequel!,21248,65223,102690,200069,94152,367,562,97,1026,3680,1,7739,115,817,69,806
Castle In The Darkness,castle in the darkness,23928,23537,37581,54477,42646,10,14,19,43,93,0,288,3,31,68,18
Poker Night at the Inventory,poker night at the inventory,7187,11482,23085,100457,29484,61,53,27,141,1048,0,2307,29,580,65,125
Out of the Park Baseball 15,out of the park baseball 15,18060,0,0,0,0,0,0,0,0,12,0,95,1,46,63,3
Quest of Dungeons,quest of dungeons,18231,5846,25560,63300,12995,8,4,1,13,33,0,635,5,54,62,13
Vlad the Impaler,vlad the impaler,21101,5370,7615,32820,10789,6,2,3,11,33,0,60,1,5,70,8
Armikrog,armikrog,30364,12101,14372,19383,15160,31,12,16,59,142,2,221,3,20,53,27
Strider,strider,16794,19271,28276,46763,25289,192,205,45,442,952,4,3647,39,272,72,278
Soldier Front 2,soldier front 2,27726,0,0,0,0,0,0,0,0,7,0,55,2,11,0,0
FortressCraft Evolved,fortresscraft evolved,15964,397800,0,0,397800,2,0,0,2,8,0,193,4,33,57,3
Secret Files Tunguska,secret files: tunguska,8210,32719,41480,44006,37076,41,14,17,72,184,0,561,5,29,71,50
Swipecart,swipecart,18223,0,0,47700,47700,0,0,1,1,11,0,196,7,61,50,2
Speedball 2 Tournament,speedball 2 tournament,11891,0,0,0,0,0,0,0,0,4,0,41,1,19,0,0
War for the Overworld,war for the overworld,25538,51572,94285,173201,67235,21,12,2,35,114,0,1358,15,101,72,19
Teleglitch Die More Edition,teleglitch: die more edition,12392,17753,42945,66569,31624,8,2,4,14,74,0,2810,22,474,62,24
The Witcher 2 Assassins of Kings Enhanced Edition,,,,,,,,,,,,,,,,,
Gunpoint,gunpoint,4214,10893,15342,23454,13712,496,253,158,907,2773,5,3259,23,297,78,462
The Escapists,the escapists,15198,70619,147905,154715,94081,23,6,8,37,217,0,2582,34,394,64,77
Rogue Legacy,rogue legacy,11774,58964,92716,133129,76422,477,270,112,859,2699,3,4618,57,939,79,612
Gone Home,gone home,4010,7173,8960,10838,7835,1419,580,533,2532,6613,43,3787,33,241,72,1580
Letter Quest Grimm's Journey Remastered,letter quest: grimm's journey,20848,29116,46580,53873,44641,21,13,27,61,131,0,496,3,107,72,31
Disciples III Resurrection,disciples iii: resurrection,2586,157500,170640,327600,193815,1,2,1,4,8,0,451,3,51,56,5
Dragon Quest Heroes,dragon quest heroes ii,45403,112659,163339,723146,164734,28,29,6,63,119,1,469,3,27,73,43
Avernum 4,avernum 4,747,0,230400,239220,238140,0,4,2,6,13,0,727,5,50,80,1
Velvet Assassin,velvet assassin,10909,36383,44274,44956,38477,37,20,7,64,165,0,1098,13,126,63,46
GUILTY GEAR Xrd -SIGN-,guilty gear xrd -sign-,23098,20103,32318,41310,22977,22,4,2,28,150,0,651,19,62,80,43
Comanche 4,comanche 4,11995,18000,19800,0,18600,2,1,0,3,5,0,37,3,9,75,2
Imperium Romanum Gold Edition,,,,,,,,,,,,,,,,,
Deadly 30,deadly 30,2349,15245,16488,20402,17418,13,5,14,32,77,1,511,11,62,64,14
RollerCoaster Tycoon Deluxe,rollercoaster tycoon: deluxe,28003,52365,322318,715949,193138,8,2,5,15,132,0,865,10,131,83,29
Overlord Raising Hell,overlord: raising hell,6852,28739,57761,118308,67823,17,45,26,88,409,0,2745,32,275,74,57
Bad Hotel,bad hotel,14422,5880,10020,19173,13572,4,2,10,16,56,0,552,4,115,40,14
UberStrike,uberstrike,26920,0,0,0,0,0,0,0,0,10,0,33,0,24,100,1
Imperial Glory,imperial glory,4635,40855,0,55800,46437,4,0,2,6,14,0,180,2,11,83,4
Ichi,ichi,4600,8096,11186,19565,11276,5,8,1,14,48,1,340,7,38,61,9
Sacred 2 Gold,sacred 2 gold,12412,92426,150733,245823,131366,9,22,0,31,121,0,2148,24,321,65,33
Brothers - A Tale of Two Sons,,,,,,,,,,,,,,,,,
God Mode,god mode,3972,32210,47880,59880,44785,6,3,2,11,64,0,387,4,107,53,13
Anoxemia,anoxemia,22838,20880,0,0,20880,3,0,0,3,19,0,390,7,56,20,1
Earth Defense Force Insect Armageddon,earth defense force: insect armageddon,3033,18637,28058,43152,21322,35,12,1,48,158,0,367,3,41,64,38
Hollywood Visionary,hollywood visionary,29784,8201,0,0,8201,2,0,0,2,12,0,12,0,1,77,3
Chocolatier Decadence by Design,chocolatier: decadence by design,1688,28800,0,0,28800,1,0,0,1,14,0,18,0,2,78,4
Sweet Lily Dreams,sweet lily dreams,18951,51644,62100,70740,61737,2,2,1,5,13,0,819,8,94,33,3
Trove,trove,22950,180000,710970,3400650,1374144,1,2,2,5,133,0,823,39,765,63,48
Tesla Effect,tesla effect: a tex murphy adventure,15873,38231,48230,58335,43279,32,26,8,66,188,0,2041,18,150,78,28
Shadow Harvest Phantom Ops,shadow harvest: phantom ops,8338,26988,0,0,26988,5,0,0,5,10,0,57,0,10,47,3
FarSky,farsky,18084,12185,15795,22956,13201,21,12,1,34,101,1,337,4,45,64,16
Guild Wars,guild wars: prophecies,4158,305521,488536,1273788,534740,15,11,3,29,180,0,257,7,197,78,55
AKIBA'S TRIP Undead & Undressed,akiba's trip: undead & undressed,20589,31651,56494,124179,56977,77,81,42,200,380,11,656,12,57,69,116
iBomber Defense,ibomber defense,4590,21823,38325,93600,32344,7,4,1,12,42,0,152,1,24,58,9
Trine 3 The Artifacts of Power,trine 3: the artifacts of power,29029,17603,22022,24771,22100,64,78,124,266,768,0,2256,29,142,65,192
PT Boats Knights of the Sea,pt boats: knights of the sea,44492,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0
Sniper Elite 3,sniper elite iii,19547,32588,51987,110075,41392,231,166,23,420,1255,1,2886,49,292,70,303
Jamestown,jamestown: legend of the lost colony,4812,9375,15643,31501,11797,129,68,4,201,824,1,2488,18,551,77,160
FINAL FANTASY VII,final fantasy vii,3521,131398,181519,296908,176153,1048,1313,544,2905,6455,14,7798,125,551,89,2146
Assassins Creed Unity,assassin's creed: unity,21269,61676,125080,283988,111304,596,757,220,1573,4080,2,4224,70,360,69,1307
Rooms The Unsolvable Puzzle,rooms: the unsolvable puzzle,26191,0,44640,0,44640,0,1,0,1,4,0,16,1,2,90,1
Galactic Civilizations I Ultimate Edition,galactic civilizations i: ultimate edition,27860,40440,0,0,40440,2,0,0,2,39,0,1151,11,144,40,3
Orcs Must Die! 2,orcs must die! 2,6796,27933,72560,147948,52674,135,98,37,270,1429,1,3869,45,725,76,232
Arma 2 DayZ Mod,arma 2: dayz mod,27317,88200,0,0,88200,2,0,0,2,82,0,868,22,727,61,16
Pixel Piracy,pixel piracy,16846,27094,61723,100166,63250,8,3,7,18,117,0,1666,17,340,55,14
Sid Meier's Civilization Beyond Earth,sid meier's civilization: beyond earth,21390,56275,173765,265011,112742,36,23,7,66,435,0,1406,19,460,66,92
Rocket League,rocket league,27113,16460,80268,220761,104893,134,85,137,356,2129,0,3475,162,1720,79,993
Zeno Clash,zeno clash,11546,13779,18467,32052,15144,281,69,25,375,1045,0,1919,16,269,68,213
GemCraft - Chasing Shadows,,,,,,,,,,,,,,,,,
Gravity Badgers,gravity badgers,15438,10770,13320,38298,23241,4,1,5,10,31,0,290,3,41,38,6
Neverwinter,neverwinter,6514,182714,306535,953444,352969,12,6,3,21,164,0,1215,54,850,63,49
Sam & Max 202 Moai Better Blues,sam & max 202: moai better blues,8102,7985,8101,9976,8598,39,11,21,71,338,1,1115,7,86,69,43
Zombie Army Trilogy,zombie army trilogy,24608,49618,70539,107112,56041,65,23,4,92,322,0,1693,46,165,64,77
Teddy Floppy Ear - Mountain Adventure,,,,,,,,,,,,,,,,,
DarkStar One,darkstar one,2255,79566,84708,90284,87384,1,11,9,21,60,0,368,3,67,76,13
Global Agenda,global agenda,3951,193500,577050,0,418620,1,4,0,5,36,0,138,6,153,60,11
Ghost in the Shell Stand Alone Complex First Assault Online,ghost in the shell: stand alone complex - first assault online,33404,64800,0,0,64800,1,0,0,1,61,0,450,12,311,55,20
Sins of a Solar Empire Trinity,sins of a solar empire: trinity,8592,32400,288000,0,160200,1,1,0,2,68,0,746,6,124,73,3
La Tale,la tale,23259,0,0,0,0,0,0,0,0,10,0,166,3,73,0,0
Before the Echo,before the echo,8308,32780,44214,47267,43603,28,34,73,135,361,0,1212,6,194,77,66
Mini Ninjas,mini ninjas,6074,28769,39953,56438,34514,72,44,20,136,379,1,2008,27,214,70,111
Sleeping Dogs Definitive Edition,sleeping dogs: definitive edition,23651,51861,85661,147193,86569,430,698,328,1456,3359,1,5238,92,282,79,902
Blood Bowl Dark Elves Edition,blood bowl,1179,12000,225000,700910,306773,3,3,2,8,65,0,1371,11,406,64,12
Guacamelee! Gold Edition,guacamelee!,4145,22219,31328,51358,30361,341,362,144,847,2471,5,4098,36,552,81,507
Agarest Zero,record of agarest war zero,7670,243177,314372,375319,306778,3,4,2,9,28,0,624,8,30,57,9
Evolve,evolve,16639,16540,25448,221460,37652,18,8,6,32,239,0,905,2,938,55,82
Spectraball,spectraball,8900,7414,8826,13320,8611,14,5,4,23,59,1,174,1,27,62,13
Ravaged Zombie Apocalypse,ravaged zombie apocalypse,13885,8460,0,0,8460,1,0,0,1,9,0,210,1,81,30,1
Nancy Drew The Deadly Device,nancy drew: the deadly device,34851,28200,36000,48150,34125,3,1,2,6,24,0,15,0,2,68,6
Spiral Knights,spiral knights,8960,186000,421898,3042840,981189,3,4,7,14,96,0,708,25,460,61,39
Metal Planet,metal planet,14923,0,0,0,0,0,0,0,0,4,0,81,1,9,0,0
Mystery P.I. The Lottery Ticket,mystery p.i.: the lottery ticket,6322,27900,46800,61440,34225,4,1,1,6,7,0,33,0,6,0,0
DUNGEONS - Steam Special Edition,,,,,,,,,,,,,,,,,
"Papers, Please","papers, please",6916,17374,28895,56843,24966,707,389,216,1312,4308,1,5804,85,900,81,1074
Fallout 4,fallout 4,26729,97133,291564,569906,283873,645,1622,497,2764,7505,4,8687,202,1285,76,1908
Quantum Conundrum,quantum conundrum,7464,22381,30180,57607,25064,179,69,9,257,782,0,2005,14,229,70,164
