,user_id,game_name, time_is_play,searchingName,collection,follows,game_engines,genre1,genre2,genre3,keywords1,keywords2,keywords3,keywords4,keywords5,name,rating,rating_count,themes1,themes2,themes3,themes4,themes5,02_hltb_name,03_hltb_id,04_time_main,05_time_plus,06_time_100,07_time_allstyle,08_count_main,09_count_plus,10_count_100,11_count_allstyle,12_count_completed,13_count_speedrun,14_count_backlog,15_count_playing,16_count_retired,17_review_score,18_count_review,Rank,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
45,49350285,Enclave,1.2,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
46,61632730,Enclave,4.3,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
47,62990992,Enclave,3.4,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
48,64514291,Enclave,1.0,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
49,65147980,Enclave,1.0,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
50,65398650,Enclave,1.0,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
51,67729331,Enclave,1.0,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
52,72978546,Enclave,1.0,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
53,73726855,Enclave,1.0,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
54,76892907,Enclave,1.0,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
